,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
38101324,5002,9950,1,10,54982,0.5525829145728643,0.2882608776393962,1,1000,4933053,0.4957842211055277,0.2869949362610231,707.0,1,101,16149,0.3229154169166167,0.17438089604337445,2455967,0.4910951809638073,0.287970979582589,5368,22034,25071,16918,5273548,8765736,412686,Network Simplex
38101878,252,455,1,994,226232,0.5002144736551175,0.2878085128253861,9,9973,2190566,0.4827464924526992,0.2874756176819108,1581.0,1,51,76192,0.3550336665035763,0.22939997159655215,1207059,0.4868394411824256,0.2948411314905737,129,384,166,138,6523,5184,2556,Network Simplex
38106391,202,410,34,9946,2240245,0.5493678056627741,0.2873622065314775,39,9993,2030955,0.4957018693573306,0.287248099030825,14142.0,1,11,626287,0.39516242503399296,0.225066137281376,965200,0.480535379740943,0.2941943066835915,76,561,275,361,5287,11914,2728,Network Simplex
38107394,52,95,1,10,542,0.5705263157894737,0.2905072457509365,40,9883,537976,0.5729945626993721,0.2782268999949077,707.0,1,11,201,0.4379084967320261,0.2607288860562831,279150,0.5746487571406516,0.2950031763999219,17,57,12,16,162,232,179,SSP
38110177,202,410,1,100,21129,0.5153414634146342,0.29785739833719066,5,1000,212352,0.5179317073170732,0.2806495083830037,1414.0,1,11,5540,0.3242610477026632,0.21026600786986727,105617,0.5254577114427861,0.2757802850542679,67,419,210,433,3463,9388,1976,Network Simplex
38116966,5002,9950,1,2,14929,0.7502010050251257,0.24999991919394665,2,9995,50222816,0.5050044218088944,0.2872199067364832,707.0,1,101,5521,0.551989602079584,0.15261678254831135,25118164,0.5025140844767515,0.2870565339487631,11818,5962,1944,5339,2442486,5344196,246513,SSP
38118326,502,1095,1,10,5920,0.5406392694063926,0.2903336963935924,1,998,544243,0.4980216140042642,0.28624872521306743,2236.0,1,6,1478,0.3277888667110224,0.18874941003829024,249900,0.5003033051249557,0.2860441642840215,88,690,803,2091,14355,41334,3123,Network Simplex
38120526,102,185,5,996,94582,0.5133072831868013,0.29838817506858994,2,997,86823,0.4707256905852693,0.2894109066561643,100.0,1,21,31181,0.3988666308491314,0.2722006306589036,48202,0.47868357547891205,0.28073796556291863,34,138,29,58,1257,1002,1025,SSP
38121392,252,545,42,9995,2688312,0.493515014387928,0.28041828809927777,16,10000,2692040,0.4939522935779816,0.2837036778166017,1581.0,1,6,640165,0.3286249410295938,0.19935671538881405,1212235,0.4832521026560159,0.28294136052633656,40,250,27,55,1237,5277,1177,SSP
38124999,502,1095,1,2,1641,0.7493150684931507,0.2499990617359012,1,10,5978,0.5459360730593608,0.28339013482491937,223.0,1,6,548,0.5469061876247505,0.14578375552470496,2729,0.5447105788423154,0.2791435541441425,119,766,1150,1269,15138,46285,3625,Network Simplex
38127897,27,50,54,961,26193,0.5451196670135275,0.2507808696849909,3,100,2692,0.5384,0.2827250254222289,50.0,1,6,9183,0.4437089292616931,0.2202847911743647,1439,0.5765224358974359,0.2616946575320531,10,45,25,31,391,422,337,Network Simplex
38128275,52,105,7,9233,457136,0.4715342998457913,0.27295635166943943,68,9938,468449,0.44892524125770256,0.276140275875958,7071.0,1,6,120395,0.3223219926965871,0.227118688889072,241859,0.4852981307136034,0.2745538273025977,35,131,85,121,784,2377,709,Network Simplex
38130186,52,105,1,2,160,0.7619047619047619,0.24971639242146465,164,9669,485764,0.4784697289816744,0.2828610559555343,707.0,1,6,56,0.5490196078431373,0.14868383223630496,233420,0.4856087793207469,0.2829192313595765,30,37,13,16,183,297,159,SSP
38135374,102,215,1,100,10752,0.500093023255814,0.2871803431403493,69,9994,1061380,0.4939614931749747,0.28498958561555593,1000.0,1,6,2795,0.32944365865157943,0.21229964498753848,488182,0.4836386980703273,0.2684028904985951,21,114,15,30,372,732,323,SSP
38140850,252,455,3,998,228567,0.5033517584619789,0.3043061658516617,17,9995,2255688,0.4960036061987038,0.2763706837013113,158.0,1,51,72316,0.33736715899866576,0.23442572659675304,1215428,0.4844765011988066,0.2730802201093329,192,272,36,35,1664,967,1219,CAS
38146471,202,410,1,100,21072,0.5139512195121951,0.2882427797178767,14,9989,2000934,0.4885701100478819,0.2899000631624045,141.0,1,11,5771,0.3501395461715811,0.2311930499030259,1004878,0.5030582647238752,0.2926906717048848,50,192,26,40,878,1559,1049,SSP
38149891,1002,2030,1,2,3030,0.7463054187192119,0.2499726986475916,1,1000,1021023,0.5029669950738916,0.2874282440234414,316.0,1,21,1102,0.5504495504495505,0.15059753678003332,501658,0.5011568431568432,0.2824277658671181,484,1030,327,745,46679,79050,11450,SSP
38154614,5002,10050,1,1000,5023651,0.4998657711442786,0.2909676232908222,1,1000,4994383,0.4969535323383084,0.2878810753803547,707.0,1,51,1329843,0.29093590472277536,0.191586867541624,2495216,0.4989434113177365,0.2875459338336533,6031,17127,13527,14896,883110,1984291,173227,Network Simplex
38157265,52,95,1,2,143,0.7526315789473684,0.24998614920079826,55,9804,488717,0.5247235285275612,0.3072968985605266,70.0,1,11,59,0.5784313725490197,0.1818356567744256,282112,0.5688028630475327,0.2955404034100615,36,36,8,9,89,142,147,SSP
38160868,5002,10050,1,2,15108,0.7516417910447761,0.2499946089862045,1,100,511403,0.5088587064676617,0.2881444512952785,707.0,1,51,5525,0.5523895220955809,0.15313425163034913,252936,0.5057708458308339,0.2893391560926636,3522,18277,54143,32305,2311743,5299838,207441,Network Simplex
38162679,202,410,1,100,20534,0.5008292682926829,0.2894221241934267,1,1000,200296,0.4885268292682927,0.2880646954980521,1414.0,1,11,5487,0.3499808649062381,0.2375099657527212,103766,0.5162487562189054,0.2899120604544772,65,425,245,474,7736,17840,2463,Network Simplex
38168140,252,455,1,996,224571,0.495544816629154,0.29479194245986584,30,9998,2350341,0.5166617938972411,0.2842105243468897,158.0,1,51,72425,0.3366929016721911,0.2274211141888093,1285346,0.5121924783363048,0.2912803171524535,173,419,25,34,2212,1615,1898,SSP
38169654,402,800,1,10,4391,0.548875,0.29431910297328645,1,100,40585,0.5073125,0.2864199754621699,200.0,1,21,1274,0.3530063729564976,0.2028421653645433,20401,0.5087531172069826,0.2846837356141034,236,1803,1078,1098,19615,39625,6123,Network Simplex
38170305,2002,4080,1,10,22458,0.5504411764705883,0.2874751506236094,1,1000,2034574,0.4986700980392157,0.2869229793283505,4472.0,1,21,6330,0.3514909212060637,0.19335462768926825,997738,0.4986196901549225,0.2823305518746475,875,6267,10505,9382,349891,1244739,48965,Network Simplex
38177155,102,200,21,9997,1009623,0.504962988896669,0.2872315558440203,51,9983,983468,0.4925713713312632,0.2732815795190748,10000.0,1,11,283319,0.4008486158704467,0.2587919669675555,515279,0.5110460059328582,0.26526089250971624,40,232,78,127,2212,3576,1133,Network Simplex
38177634,2002,3920,1,100,198541,0.5064821428571429,0.2875550474141731,3,9999,19735694,0.5035119328259356,0.2897629911573401,447.0,1,101,56419,0.2906742505036142,0.1826713697678716,10008484,0.5002241353570639,0.2887628945534518,2088,2873,1405,1847,229185,393785,65048,SSP
38179084,1002,2030,1,10,11324,0.557832512315271,0.2877896596544655,1,999,998397,0.4923134957617716,0.29036222531825623,316.0,1,21,3248,0.3605283605283605,0.19575529679228126,498196,0.4981964981964982,0.2872396524318211,466,1197,718,1109,60323,190671,19033,Network Simplex
38181525,1002,2030,1,10,11283,0.5558128078817733,0.2838739823680832,6,9994,10045668,0.4951575871631354,0.2896392512168853,316.0,1,21,3321,0.3317682317682318,0.18104417482077045,5018243,0.5022773039003877,0.2910638253775038,329,1620,154,185,14933,28643,8597,SSP
38182986,52,105,1,2,156,0.7428571428571429,0.2498979383505129,1,100,5403,0.5145714285714286,0.2932446681086455,70.0,1,6,60,0.5882352941176471,0.1906100205414077,2653,0.5201960784313726,0.28797800975468313,20,64,26,41,291,590,252,Network Simplex
38186495,5002,9950,1,100,499620,0.5021306532663317,0.2877637623637208,1,9999,49549820,0.4980379444979674,0.2881017821278557,707.0,1,101,136121,0.30582872189607024,0.19345719017181995,25007113,0.5001422800056912,0.2905617503026975,12136,12022,3417,2428,2998597,7114556,370329,CAS
38192504,502,1095,1,2,1638,0.7479452054794521,0.2499915554963374,3,999,552829,0.5053720387053721,0.2895628335389338,22360.0,1,6,542,0.5409181636726547,0.1370576000008215,255632,0.5107542672412931,0.2841806233668952,123,1321,1874,3232,31875,127795,4042,Network Simplex
38193719,2502,5000,1,2,7437,0.7437,0.2499206073936281,1,100,251065,0.50213,0.28920290990928843,500.0,1,51,2735,0.5467812874850061,0.14560959749875085,125144,0.5003758496601359,0.2919505516875684,2700,9245,18967,10239,555819,2110096,95713,Network Simplex
38194751,52,105,1,10,570,0.5428571428571429,0.2844734962488197,1,98,5337,0.5186588921282799,0.2835593353004602,70.0,1,6,167,0.4093137254901961,0.22289103028215013,2605,0.5212084833933573,0.2884582347745734,16,79,41,51,414,795,343,Network Simplex
38194821,502,1095,3,1000,554463,0.5063589041095891,0.2913372787691708,4,9999,5257599,0.4801940468019405,0.2879064621555301,22360.0,1,6,126384,0.3267661568055599,0.21749873275556847,2452354,0.4906694229824233,0.2823504751553878,107,1021,759,725,13707,97731,5588,Network Simplex
38202142,202,410,6,1000,205565,0.5013780487804878,0.2972817929106873,1,100,20779,0.5068048780487805,0.3029002668924571,141.0,1,11,52304,0.33490206624534985,0.2239913986671976,10258,0.5103482587064676,0.3072966351905849,87,583,311,287,5300,12505,2416,Network Simplex
38205561,27,50,1,97,2464,0.5080412371134021,0.31443157004918665,50,9976,269295,0.5398857257417803,0.3139174721903667,500.0,1,6,762,0.3856275303643725,0.3213239965936766,156082,0.6017596076738017,0.3046017006398149,7,31,7,8,187,122,133,Network Simplex
38211779,502,1040,1,100,51081,0.4911634615384615,0.28862720867585884,1,100,52670,0.5064423076923077,0.2884251611678054,223.0,1,11,12829,0.3241365370524773,0.21240338330093095,25442,0.5078243512974052,0.2850049148398368,141,1135,762,1129,11721,42328,4939,Network Simplex
38212524,502,1095,1,2,1633,0.7456621004566208,0.2499623624219285,1,100,55803,0.5096164383561643,0.2865213164017845,223.0,1,6,546,0.5449101796407185,0.142962112410938,25926,0.5174850299401198,0.2924343116363138,72,810,310,444,3920,15028,1694,Network Simplex
38213252,102,185,1,100,8879,0.47994594594594603,0.2932271461517869,6,9769,907012,0.5018699526632785,0.2879704197297289,1000.0,1,21,2699,0.376377074327151,0.237100656159856,454411,0.4605506000492566,0.2849131676357132,32,186,27,28,649,1142,731,SSP
38230438,102,200,1,10,1088,0.544,0.29489659204541513,78,9988,972368,0.4867681217460954,0.29737847854527555,10000.0,1,11,314,0.3886138613861386,0.2131948381546391,493699,0.4893981688917791,0.3095743371353551,38,220,107,186,1546,3639,975,Network Simplex
38232656,502,1095,1,1000,541913,0.4948977168949772,0.2897755587858873,1,1000,541859,0.494848401826484,0.29024530144149,223.0,1,6,124405,0.3216494472195505,0.2104858838590788,245070,0.4891616766467066,0.29046699237789675,72,633,194,262,7113,30901,2022,Network Simplex
38232748,102,185,4,991,97707,0.532942427796111,0.28945551796988594,72,9987,912616,0.4939480784479282,0.29397077843701863,1000.0,1,21,32699,0.3938594589385946,0.24612701668432765,502912,0.4985808283441742,0.2819524155527767,31,130,14,25,421,348,487,SSP
38232831,502,1040,1,10,5820,0.5596153846153846,0.29066211905857514,2,998,511742,0.4930457067982118,0.2866736125703888,223.0,1,11,1590,0.3526280771789754,0.1910939492859637,254828,0.5096580386321545,0.28444665934744523,298,569,161,151,1502,5235,2041,CAS
38233284,252,545,7,994,275908,0.5093090654015838,0.2880760446790332,15,9991,2818281,0.5175816032594474,0.2927121026908554,1581.0,1,6,66715,0.3339155939057839,0.22194740791244005,1359126,0.5419722371648428,0.2992077895898609,41,231,35,103,978,4842,1042,SSP
38233643,1002,1970,1,2,2973,0.7545685279187817,0.2499582536197901,1,1000,1011474,0.5134385786802029,0.29254167742298176,316.0,1,51,1129,0.563936063936064,0.16697368564056886,520507,0.5199870129870129,0.29055814701084265,501,1808,671,845,88973,204858,22293,Network Simplex
38251637,2502,5000,1,10,27204,0.54408,0.2835012409143918,1,100,255364,0.510728,0.2912869204341314,500.0,1,51,7992,0.3550579768092763,0.1892739610722104,126451,0.5056017592962815,0.29040639351010683,3112,13067,29435,13454,682258,2524373,125654,Network Simplex
38252577,1002,2030,1,2,3003,0.7396551724137931,0.2497858773874369,2,1000,1012841,0.4989364532019704,0.28650964168686965,3162.0,1,21,1084,0.5414585414585414,0.1378784249598215,511483,0.5109720279720279,0.28573153607202195,454,2488,2926,3098,156859,425254,16882,Network Simplex
38254390,202,390,1,2,579,0.7423076923076923,0.2498816287812429,2,9997,1930989,0.4952739668054262,0.28557168992924,1414.0,1,21,225,0.5597014925373134,0.1621310521074659,1030951,0.5130648647330518,0.2867720890171746,59,208,48,49,4364,7951,1988,SSP
38259020,2002,4080,1,100,206793,0.5068455882352941,0.2884737995377605,1,9998,20258214,0.4966241777767319,0.2907087650341273,4472.0,1,21,54393,0.2922893392013671,0.18547460202973065,10058414,0.5027699193012016,0.28975687918134463,874,3523,1825,2688,255868,909870,39975,Network Simplex
38260683,402,800,1,2,1228,0.7675,0.2493867478435853,1,100,39617,0.4952125,0.2914403109450544,200.0,1,21,459,0.5723192019950125,0.17586794483450022,20415,0.5091022443890274,0.2936980518420417,162,821,729,863,13638,36133,4611,Network Simplex
38263224,102,185,2,100,10205,0.5516216216216216,0.2844673877048837,127,9999,966879,0.5226895662539227,0.2938471593944291,100.0,1,21,3533,0.4542882859714543,0.25653142106866217,490114,0.4853099171303269,0.2827074920802709,31,128,14,14,312,331,411,SSP
38263601,502,1095,1,2,1628,0.7433789954337899,0.2499123092177219,14,9987,5356183,0.4897858540303308,0.28713567741216234,2236.0,1,6,542,0.5409181636726547,0.1370576000008215,2308142,0.4616765066919973,0.2815328990787457,60,324,97,241,1971,10809,1525,Network Simplex
38269702,2502,5000,1,1000,2488956,0.49779120000000004,0.2882201006220073,3,9999,24789220,0.4958339833983398,0.2880178034256137,5000.0,1,51,665877,0.30815312763783376,0.19691534095610566,12578046,0.5029709688281903,0.28894795656695393,3983,7175,4319,6030,849890,2706467,115605,Network Simplex
38275155,5002,10050,1,1000,4993221,0.4968379104477612,0.28854994324532024,1,1000,5022036,0.4997050746268656,0.2884351594002164,7071.0,1,51,1323368,0.30242362955980234,0.19273203022063626,2476755,0.49525194961007796,0.28808994037617675,6964,32892,139861,60814,7251451,18406050,494378,Network Simplex
38277265,102,185,1,100,8941,0.4832972972972973,0.2961289770923752,16,9958,897437,0.4871470988964461,0.2974687338885174,1000.0,1,21,2782,0.313006300630063,0.22185558377086448,464999,0.4623368643351581,0.2979571941940232,29,115,28,49,1054,941,688,SSP
38278901,5002,10050,1,1000,5041723,0.5016639800995025,0.2895919978177561,1,10000,50061327,0.4981226567164179,0.28853836670329913,707.0,1,51,1344216,0.2862507370730327,0.1862928793107718,24776552,0.4954319536092781,0.28751781359793244,3638,8351,1853,2092,984623,3469900,141798,SSP
38285314,5002,10050,1,10,55329,0.5505373134328357,0.28809238749416105,1,9996,50251242,0.5002124431862297,0.28620690888332245,707.0,1,51,15990,0.3197360527894421,0.17302723090140965,24997074,0.5000415283089841,0.286289581676591,4059,9489,1767,2641,1060385,1899260,159301,SSP
38286334,52,105,1,100,5264,0.5013333333333333,0.28721343205977595,15,991,52962,0.5089808274470232,0.2995452226345137,707.0,1,6,1321,0.3924539512774807,0.25389270104856004,24903,0.4927286757286164,0.3133245892048371,19,102,39,67,424,800,340,Network Simplex
38288078,10002,20000,1,2,30068,0.7517,0.24999421993318166,2,10000,99442595,0.497212975,0.28776160537873946,1000.0,1,101,11045,0.5521947805219478,0.1528826188526335,49649207,0.4964424257574242,0.28940222104593544,11803,12986,4687,12031,13848470,20110938,590591,SSP
38290664,252,545,3,996,275092,0.5067830956854943,0.2835310357327148,1,10,3121,0.5726605504587157,0.2931093737114103,158.0,1,6,66066,0.3286031902353134,0.20788092685212956,1362,0.5426294820717131,0.2907187448598373,108,700,2139,2122,11219,21235,2395,Network Simplex
38298249,402,800,1,100,40157,0.5019625,0.296184526256437,1,9990,4065331,0.50867505005005,0.29161631189546483,20000.0,1,21,10726,0.3261967033635424,0.21972291609348776,2016966,0.503487527427677,0.2915722827904617,242,1355,1453,1633,25287,78286,9851,Network Simplex
38298600,1002,2030,1,100,104493,0.5147438423645321,0.28791180983998343,1,1000,998513,0.4918783251231527,0.2888110304396263,316.0,1,21,28255,0.3360330146044432,0.21326230809984573,490076,0.4895864135864136,0.2859533029774985,519,1687,480,797,22982,52060,9746,SSP
38299113,252,545,1,10,3046,0.5588990825688074,0.2841350610800049,1,100,27603,0.5064770642201836,0.29686878441834097,158.0,1,6,803,0.3999003984063745,0.21979366011723292,12820,0.5107569721115538,0.30639372747536825,49,349,171,211,2292,9074,1211,Network Simplex
38299918,102,185,1,2,272,0.7351351351351352,0.24955768029164985,5,995,93021,0.505342930870569,0.28302516626341795,100.0,1,21,113,0.5594059405940595,0.16178351127097218,49266,0.4902333449425345,0.2820118738613829,33,145,21,34,667,960,539,SSP
38299954,502,1040,1,2,1579,0.7591346153846154,0.2498330618668697,1,1000,535235,0.5146490384615384,0.2915197263727792,2236.0,1,11,554,0.5528942115768463,0.15378331564278022,256139,0.5127938706338576,0.296658094663359,114,666,541,731,12113,56130,3907,Network Simplex
38308441,252,455,1,100,22346,0.4911208791208792,0.2937926620005697,43,9945,2152156,0.4756172133547699,0.28242527934980577,158.0,1,51,7034,0.30795499321395736,0.19957932880001306,1190476,0.4769162665577008,0.2770584826253576,218,279,24,36,2416,2529,2428,SSP
38309559,10002,20000,1,2,30037,0.750925,0.2499982887441432,1,100,1010424,0.505212,0.2885921604202027,1000.0,1,101,11035,0.5516948305169483,0.1522335697416905,510363,0.5103119688031197,0.2881506890218641,13798,53015,239476,106291,9796701,45044852,978328,Network Simplex
38311308,2502,5000,1,2,7519,0.7519,0.24999277989574015,2,10000,24966679,0.49933358,0.2906308731129293,500.0,1,51,2771,0.5539784086365453,0.1551629328136679,12571967,0.5026776089564174,0.2904746183075008,1705,2758,801,781,585966,867779,68333,CAS
38314396,2502,5000,5,10000,25142903,0.50285806,0.2883081610621461,1,9996,25111021,0.5024213885554222,0.2903989317467008,50000.0,1,51,6751129,0.2980755136108101,0.1883057601055955,12448909,0.4981059312490355,0.28828406789374433,3665,13722,60404,21786,1591445,5825761,194766,Network Simplex
38317680,502,1095,4,9998,5312728,0.4852776948083681,0.2908040276643443,3,1000,541977,0.4949561643835617,0.2849768618275331,2236.0,1,6,1185068,0.2864380224776893,0.19669061821108808,234421,0.4679061876247505,0.2874811478356709,86,953,437,817,9806,50730,3807,Network Simplex
38320991,2502,5000,1,1000,2498602,0.49972040000000006,0.28770213385347004,1,1000,2515481,0.5030962,0.2861655774993911,500.0,1,51,673512,0.3276120208850766,0.20769864622162768,1267089,0.5066329468212715,0.2885699003415282,4717,7210,3769,4894,758116,1769775,123320,SSP
38325179,502,1095,1,1000,554084,0.5060127853881279,0.28592029387297085,1,1000,539946,0.4931013698630137,0.2919761292362538,22360.0,1,6,129806,0.35687852944249243,0.2294679945462281,239595,0.4801541495322608,0.2908920517306581,222,1823,4688,3502,35020,130384,6749,Network Simplex
38329367,5002,9950,1,10,55068,0.5534472361809045,0.2875956052178171,1,10000,49412617,0.49660921608040204,0.2867750573359523,707.0,1,101,16183,0.3595503121597903,0.19145064646889767,24754127,0.4949835432913417,0.2866821816026815,7164,15526,2573,4122,1434030,3844658,333822,SSP
38329914,1002,1970,1,1000,972276,0.493541116751269,0.2897295773731847,8,9985,9746664,0.4954977644131171,0.2906658292053615,3162.0,1,51,267945,0.30945355222811866,0.2035720083431372,5021453,0.5041138140324152,0.2908343004515141,563,2795,1593,1920,103847,178574,33489,Network Simplex
38337770,202,410,1,1000,200422,0.4888341463414634,0.297288833529523,11,996,207125,0.5072117739249682,0.2814536945839515,1414.0,1,11,48980,0.3417694138005624,0.22516216417386087,100242,0.5017267785819394,0.28102516142948275,73,418,236,324,6851,19336,2692,Network Simplex
38337932,52,105,1,10,554,0.5276190476190477,0.27619704425687797,156,9871,570068,0.5500171256832184,0.27902127101881324,7071.0,1,6,157,0.4397759103641457,0.2447416376336446,263591,0.5235995320020421,0.2741704233988792,18,75,27,67,493,1191,364,Network Simplex
38342572,1002,2090,5,9996,10383351,0.4970098565742087,0.2916375899286652,1,10,11586,0.5543540669856459,0.29045861936737105,316.0,1,11,2548555,0.30298809841830193,0.20042547332536534,5516,0.5510489510489511,0.2886141030873192,600,3809,10544,5941,69943,272430,20016,Network Simplex
38349808,102,200,1,10,1053,0.5265,0.2941899896325502,2,1000,97782,0.48891,0.30026936557031586,1000.0,1,11,303,0.42857142857142855,0.24373333911071626,50071,0.4962487239714962,0.2985770835911305,37,188,115,141,5593,2628,985,Network Simplex
38354020,102,185,44,9956,934060,0.5071286634163292,0.2906425366534535,40,9922,949990,0.5175449587866439,0.2900034208795569,100.0,1,21,310617,0.3975459981365251,0.2534192043468367,524338,0.5316945254541842,0.2999058236813972,35,132,14,18,385,252,335,SSP
38354972,402,800,1,2,1225,0.765625,0.24951124097923924,15,9997,4040161,0.5051716765029509,0.28469523791232315,200.0,1,21,462,0.5760598503740648,0.1795684391760069,2001191,0.5005517800283643,0.2906518595995895,133,308,41,86,871,2096,1270,SSP
38355095,27,50,2,100,2516,0.5032,0.31549605385804746,1,992,27504,0.5545161290322581,0.26855813759786024,50.0,1,6,730,0.2986906710310965,0.2266524651223802,14308,0.5547456575682381,0.2763168829301559,9,31,7,8,41,127,91,SSP
38359774,2002,4080,4,10000,20606201,0.5050539460784313,0.28896335111627913,1,9996,20566433,0.5042809525771093,0.2896051938203201,447.0,1,21,5378897,0.28215644460754824,0.1823167815391253,10191834,0.5095408478233872,0.28706190117117736,796,3041,393,517,122443,392686,25985,SSP
38360935,402,800,1,997,398734,0.4999172517552658,0.2882478819713035,1,100,40454,0.505675,0.290719442719265,200.0,1,21,109614,0.3491080727300523,0.21584785598753106,19378,0.4832418952618454,0.28924868510644863,257,1373,1267,831,19969,61833,7760,Network Simplex
38364501,1002,2030,1,1000,1034023,0.5093709359605911,0.2906837477814113,2,10000,9974462,0.4913528078817734,0.2898781528623606,31622.0,1,21,272803,0.32482773483965377,0.2150764392504884,4983299,0.4978320679320679,0.29196126092811797,597,4235,5144,6701,173161,471341,25282,Network Simplex
38364875,2002,4080,1,1000,2013639,0.4935389705882353,0.28363310920651696,1,10000,19979586,0.4896957352941176,0.2918436576511884,447.0,1,21,521548,0.3041349803511313,0.18991039244139174,9885678,0.4940368815592204,0.2944234824458856,752,2368,152,282,195341,554354,25833,SSP
38365261,502,1095,1,10,5974,0.5455707762557077,0.28839980219127004,1,9976,5399269,0.4942701753615069,0.2890692149107277,2236.0,1,6,1487,0.3710079840319361,0.19944792049592155,2484937,0.49753777628813,0.28296518474106114,67,362,72,109,4372,20722,1743,Network Simplex
38371706,252,545,5,9985,2751166,0.5055594400775475,0.2891680328616324,1,100,28039,0.5144770642201835,0.2881248326658441,158.0,1,6,651163,0.3181988103027605,0.2082300714644702,12408,0.4943426294820717,0.29484256406617704,50,371,187,309,2956,11822,1341,Network Simplex
38373545,1002,2090,1,2,3146,0.7526315789473684,0.24998614920079826,1,100,107117,0.5125215311004785,0.2889943059414065,316.0,1,11,1111,0.554945054945055,0.15637636781052425,51813,0.5176123876123876,0.2928573512449625,479,1585,1102,1304,30382,112654,6452,Network Simplex
38376130,5002,10050,1,2,15075,0.75,0.25,1,1000,5047665,0.5022552238805971,0.28641135229153764,707.0,1,51,5494,0.5492901419716056,0.14904882720176565,2491074,0.4981151769646071,0.2870524901567528,2722,8604,6288,9458,2384411,4815191,174860,Network Simplex
38380605,202,410,3,9990,2080185,0.5078700651871384,0.2951050355531101,3,9965,2059915,0.5041829329482457,0.2864223640599819,14142.0,1,11,530711,0.3317443439918138,0.2231761272460637,1015099,0.5067981717104393,0.2790480600467685,71,520,381,625,10061,13514,3019,Network Simplex
38381376,202,410,1,100,20985,0.5118292682926829,0.28665492150217103,27,9961,2075593,0.5082242697740701,0.289077605589167,1414.0,1,11,5661,0.3237261966031909,0.20917394426918465,980666,0.4898037670297243,0.2852761041220862,44,154,50,118,2886,6228,1838,Network Simplex
38383834,502,1095,1,100,55253,0.504593607305936,0.28582492031537193,1,100,54824,0.500675799086758,0.289003799739088,2236.0,1,6,13204,0.3561525597453741,0.2238307902580282,24986,0.4987225548902196,0.2853529608147915,189,1594,3477,3126,29979,128392,5895,Network Simplex
38391204,252,545,55,9996,2680116,0.4919611881449827,0.28906689845030104,1,997,283935,0.5225492992739688,0.2882393250666105,1581.0,1,6,626456,0.3119021041552361,0.22005207502197646,131469,0.525356947336032,0.2950175467589016,44,403,169,353,1117,4887,1255,Network Simplex
38392821,2002,4080,1,100,206981,0.5073063725490197,0.2877627942311242,1,1000,2021663,0.4955056372549019,0.2876749961320829,447.0,1,21,54282,0.3268365817091454,0.20377772657278764,995830,0.4976661669165418,0.2860711103199172,2333,3504,1436,1538,253769,825929,41453,SSP
38394801,502,905,3,9991,4491437,0.4967384458167046,0.2890516412263929,20,9984,4528375,0.5011748078693865,0.2917243386772516,223.0,1,101,1483602,0.32613231686406924,0.2114180064156615,2545393,0.508876677734275,0.2884902801887125,435,683,114,80,12060,6532,6778,CAS
38398324,252,545,18,9983,2778270,0.5106424040134283,0.28800776017559776,11,9996,2682500,0.4923987943801373,0.29338585879473805,15811.0,1,6,651999,0.3241334636497683,0.20430672101997455,1231224,0.4907237795516613,0.30051082028118153,58,407,201,337,3777,18344,1384,Network Simplex
38399436,1002,2030,1,1000,1017400,0.5011822660098523,0.2892331363678621,1,100,103791,0.5112857142857142,0.2926484670451883,316.0,1,21,270726,0.3215880433478531,0.2068611318960793,50517,0.5046653346653347,0.289772229418505,704,3409,4441,2762,127382,306128,27088,Network Simplex
38405488,52,105,1,982,47449,0.4601784501988168,0.306756630396798,7,1000,50556,0.4814857142857142,0.3004999362740037,70.0,1,6,10484,0.30230680507497115,0.2351142361176837,23032,0.4824870118987766,0.3196681147631824,16,89,25,63,278,673,289,Network Simplex
38414643,5002,10050,3,10000,49950933,0.4970242089552239,0.2905088626352867,3,10000,50534400,0.5028298507462686,0.28985300729042146,707.0,1,51,13112047,0.2920669514309236,0.18943228097188586,25211717,0.5041335132973405,0.2877855294806161,4036,13086,3132,5582,2200457,5492270,211229,SSP
38418164,1002,1910,1,100,96401,0.5047172774869111,0.2928886618418676,1,1000,947905,0.4962853403141361,0.2866373116393556,316.0,1,101,28361,0.3183445767715431,0.2036715270105134,500734,0.5002337662337663,0.28756017534466943,765,2539,1097,755,139230,185397,38206,CAS
38418843,52,95,1,2,135,0.7105263157894737,0.24686398735912785,25,989,51156,0.5444734181256985,0.27870510338411697,707.0,1,11,55,0.5392156862745098,0.1344246000078636,28478,0.5646027875255258,0.2749503432200446,16,67,29,48,442,523,329,Network Simplex
38419190,102,200,1,99,9976,0.5038383838383839,0.2763370534796293,11,997,95965,0.4812688064192578,0.2881373386466966,1000.0,1,11,2882,0.3754559666492965,0.2222856097705936,49121,0.4878099645471067,0.2979162814310128,44,218,159,317,2882,4670,911,Network Simplex
38424221,2002,4080,1,10,22451,0.5502696078431373,0.28859858453894993,1,100,202463,0.4962328431372549,0.2901792882227903,447.0,1,21,6331,0.35154644899772336,0.1925019362725412,99227,0.4958870564717641,0.2886391673922735,1001,6487,9145,5803,234777,682137,42134,Network Simplex
